fishID,nvisit,forage_activity_rank,prop_forager,cum_visits,one_to_one
038344,10,56,0.523364485981308,0.22010582010582,0.523364485981308
497753,10,57,0.532710280373832,0.230687830687831,0.532710280373832
497865,10,58,0.542056074766355,0.241269841269841,0.542056074766355
497875,10,59,0.551401869158879,0.251851851851852,0.551401869158879
497627,11,60,0.560747663551402,0.263492063492064,0.560747663551402
038355,12,61,0.570093457943925,0.276190476190476,0.570093457943925
497766,12,62,0.579439252336449,0.288888888888889,0.579439252336449
775234,12,63,0.588785046728972,0.301587301587302,0.588785046728972
038387,13,64,0.598130841121495,0.315343915343915,0.598130841121495
038393,13,65,0.607476635514019,0.329100529100529,0.607476635514019
497628,13,66,0.616822429906542,0.342857142857143,0.616822429906542
497636,13,67,0.626168224299065,0.356613756613757,0.626168224299065
497649,13,68,0.635514018691589,0.37037037037037,0.635514018691589
497771,13,69,0.644859813084112,0.384126984126984,0.644859813084112
497871,13,70,0.654205607476636,0.397883597883598,0.654205607476636
775194,13,71,0.663551401869159,0.411640211640212,0.663551401869159
775203,13,72,0.672897196261682,0.425396825396825,0.672897196261682
775204,13,73,0.682242990654206,0.439153439153439,0.682242990654206
775215,13,74,0.691588785046729,0.452910052910053,0.691588785046729
775239,13,75,0.700934579439252,0.466666666666667,0.700934579439252
038335,14,76,0.710280373831776,0.481481481481482,0.710280373831776
038381,14,77,0.719626168224299,0.496296296296296,0.719626168224299
038388,14,78,0.728971962616822,0.511111111111111,0.728971962616822
497600,14,79,0.738317757009346,0.525925925925926,0.738317757009346
497641,14,80,0.747663551401869,0.540740740740741,0.747663551401869
497870,14,81,0.757009345794393,0.555555555555556,0.757009345794393
775217,14,82,0.766355140186916,0.57037037037037,0.766355140186916
775219,14,83,0.775700934579439,0.585185185185185,0.775700934579439
775241,14,84,0.785046728971963,0.6,0.785046728971963
038368,15,85,0.794392523364486,0.615873015873016,0.794392523364486
038369,15,86,0.803738317757009,0.631746031746032,0.803738317757009
497601,15,87,0.813084112149533,0.647619047619048,0.813084112149533
497639,15,88,0.822429906542056,0.663492063492063,0.822429906542056
497661,15,89,0.831775700934579,0.679365079365079,0.831775700934579
497675,15,90,0.841121495327103,0.695238095238095,0.841121495327103
497690,15,91,0.850467289719626,0.711111111111111,0.850467289719626
497887,15,92,0.85981308411215,0.726984126984127,0.85981308411215
775170,15,93,0.869158878504673,0.742857142857143,0.869158878504673
775173,15,94,0.878504672897196,0.758730158730159,0.878504672897196
775186,15,95,0.88785046728972,0.774603174603175,0.88785046728972
038301,16,96,0.897196261682243,0.791534391534392,0.897196261682243
038315,16,97,0.906542056074766,0.808465608465608,0.906542056074766
497622,16,98,0.91588785046729,0.825396825396825,0.91588785046729
497630,16,99,0.925233644859813,0.842328042328042,0.925233644859813
775180,16,100,0.934579439252336,0.859259259259259,0.934579439252336
497849,17,101,0.94392523364486,0.877248677248677,0.94392523364486
038365,18,102,0.953271028037383,0.896296296296296,0.953271028037383
497693,18,103,0.962616822429906,0.915343915343915,0.962616822429906
497877,19,104,0.97196261682243,0.935449735449735,0.97196261682243
775213,19,105,0.981308411214953,0.955555555555556,0.981308411214953
497631,20,106,0.990654205607477,0.976719576719577,0.990654205607477
775172,22,107,1,1,1
