PIT,count,forage_activity_rank,prop_forager,cum_visits,one_to_one
497635,324,72,0.541353383458647,0.00819827665899548,0.541353383458647
38314,335,73,0.548872180451128,0.00874158480553623,0.548872180451128
497867,358,74,0.556390977443609,0.00932219470542157,0.556390977443609
497633,378,75,0.56390977443609,0.00993524091256307,0.56390977443609
497778,385,76,0.571428571428571,0.0105596398272442,0.571428571428571
497827,406,77,0.578947368421053,0.0112180968645444,0.578947368421053
497717,726,78,0.586466165413534,0.0123955348179431,0.586466165413534
38364,915,79,0.593984962406015,0.0138794958749126,0.593984962406015
497604,918,80,0.601503759398496,0.0153683223779706,0.601503759398496
775186,1129,81,0.609022556390977,0.017199351922581,0.609022556390977
38355,1290,82,0.616541353383459,0.0192914937406036,0.616541353383459
38338,1352,83,0.62406015037594,0.0214841881111203,0.62406015037594
497826,1667,84,0.631578947368421,0.0241877543209216,0.631578947368421
497764,1733,85,0.639097744360902,0.0269983603446682,0.639097744360902
38357,1822,86,0.646616541353383,0.0299533079357048,0.646616541353383
38316,1942,87,0.654135338345865,0.0331028733702783,0.654135338345865
775203,1969,88,0.661654135338346,0.0362962278196476,0.661654135338346
497833,2009,89,0.669172932330827,0.0395544548835293,0.669172932330827
38329,2135,90,0.676691729323308,0.0430170306831248,0.676691729323308
775182,2396,91,0.68421052631579,0.0469029002924133,0.68421052631579
38372,2746,92,0.691729323308271,0.0513564052786847,0.691729323308271
38339,2778,93,0.699248120300752,0.0558618083565658,0.699248120300752
497891,2859,94,0.706766917293233,0.0604985784788345,0.706766917293233
775241,3263,95,0.714285714285714,0.0657905620076777,0.714285714285714
497771,3386,96,0.721804511278195,0.0712820288261463,0.721804511278195
775219,3877,97,0.729323308270677,0.0775698069877537,0.729323308270677
497681,4037,98,0.736842105263158,0.0841170756074104,0.736842105263158
775239,4780,99,0.744360902255639,0.0918693530416336,0.744360902255639
497651,5253,100,0.75187969924812,0.100388749142465,0.75187969924812
497869,5510,101,0.759398496240602,0.109324951791538,0.759398496240602
497686,5970,102,0.766917293233083,0.119007189507503,0.766917293233083
497716,6082,103,0.774436090225564,0.128871070544103,0.774436090225564
497697,6366,104,0.781954887218045,0.13919554714374,0.781954887218045
497892,6701,105,0.789473684210526,0.150063331889918,0.789473684210526
38398,6991,106,0.796992481203008,0.16140144309131,0.796992481203008
38368,7363,107,0.804511278195489,0.173342869607667,0.804511278195489
497631,7385,108,0.81203007518797,0.185319976062005,0.81203007518797
775222,7448,109,0.819548872180451,0.197399256884201,0.819548872180451
775217,7854,110,0.827067669172932,0.210136994743696,0.827067669172932
497608,7971,111,0.834586466165414,0.223064485000641,0.834586466165414
497896,8071,112,0.842105263157895,0.236154156793866,0.842105263157895
775170,8119,113,0.849624060150376,0.249321675724505,0.849624060150376
497601,8834,114,0.857142857142857,0.263648792639553,0.857142857142857
775204,9732,115,0.864661654135338,0.279432299750403,0.864661654135338
497871,11716,116,0.87218045112782,0.298433488541064,0.87218045112782
38320,12394,117,0.879699248120301,0.318534268147709,0.879699248120301
497690,13408,118,0.887218045112782,0.340279568532241,0.887218045112782
497661,15268,119,0.894736842105263,0.365041445491597,0.894736842105263
775215,15479,120,0.902255639097744,0.390145525492505,0.902255639097744
775172,15648,121,0.909774436090226,0.415523692289728,0.909774436090226
497815,17328,122,0.917293233082707,0.443626508896468,0.917293233082707
497666,20490,123,0.924812030075188,0.476857505680408,0.924812030075188
497766,20626,124,0.932330827067669,0.51030906935369,0.932330827067669
497672,23575,125,0.93984962406015,0.548543366531894,0.93984962406015
497645,25376,126,0.947368421052632,0.589698553178515,0.947368421052632
497649,26195,127,0.954887218045113,0.632182006607276,0.954887218045113
497637,28768,128,0.962406015037594,0.678838390964542,0.962406015037594
497862,31453,129,0.969924812030075,0.729849349570949,0.969924812030075
497890,32798,130,0.977443609022556,0.783041649840332,0.977443609022556
497673,34525,131,0.984962406015038,0.839034825241286,0.984962406015038
775194,45468,132,0.992481203007519,0.912775526157449,0.992481203007519
38397,53782,133,1,1,1
